Date	Configuration	Customer Postcode	Store Postcode	Retail Price	Screen Size (Inches)	Battery Life (Hours)	RAM (GB)	Processor Speeds (GHz)	Integrated Wireless?	HD Size (GB)	Bundled Applications?	OS X Customer	OS Y Customer	OS X Store	OS Y Store	CustomerStoreDistance
2008/01/09 01:37:20	310	SW13 0NR	SW18 1NN	505	15	6	1	2	Yes	120	No	521326	176150	525155	175180	3949.954557
2008/01/09 01:41:09	211	N3 1DH	N3 1DH	505	15	5	2	2	Yes	80	Yes	525109	190628	525109	190628	0
2008/01/09 01:41:17	293	SE16 5EJ	SE8 3JD	530	15	6	1	1.5	Yes	120	Yes	536548	180238	537175	177885	2435.105337
2008/01/09 02:01:18	353	EC1V 9NU	SW1P 3AU	545	15	6	2	2	Yes	40	Yes	532658	182636	529902	179641	4070.081203
2008/01/09 02:06:53	346	EC4A 1EP	SW1P 3AU	450	15	6	2	1.5	No	40	No	531277	181434	529902	179641	2259.529597
2008/01/09 02:22:17	364	EC2A 3JL	E2 0RY	515	15	6	2	2	No	80	No	533130	182489	535652	182961	2565.787988
2008/01/09 02:25:07	77	SW13 0NR	SW18 1NN	485	15	4	2	2	No	120	Yes	521326	176150	525155	175180	3949.954557
2008/01/09 02:40:29	196	N5 2AB	NW5 2QH	430	15	5	2	1.5	Yes	80	No	531951	185568	529248	185213	2726.212391
2008/01/09 02:42:04	216	N10 3HN	N3 1DH	535	15	5	2	2	Yes	300	No	528531	189555	525109	190628	3586.281222
2008/01/09 02:49:41	54	CR0 2QD	SW12 9HD	430	15	4	2	1.5	Yes	120	No	532359	167576	528739	173080	6587.747415
2008/01/09 02:51:48	338	W1J 6NL	NW5 2QH	470	15	6	2	1.5	Yes	40	No	528823	180759	529248	185213	4474.230772
2008/01/09 02:58:37	68	W1T 1NT	SW1V 4QQ	435	15	4	2	2	Yes	80	No	529506	181566	528924	178440	3179.716969
2008/01/09 02:59:03	154	SW3 2DY	SW1P 3AU	320	15	5	1	1.5	No	40	No	527238	178835	529902	179641	2783.259241
2008/01/09 03:05:21	159	WC2R 3JF	SE1 2BN	490	15	5	1	1.5	No	300	Yes	531051	181023	534057	179682	3291.552369
2008/01/09 03:07:20	206	E3 2DA	SE8 3JD	430	15	5	2	1.5	No	120	No	536716	182749	537175	177885	4885.609174
2008/01/09 03:09:31	176	EC1V 4JP	NW5 2QH	465	15	5	1	2	No	300	No	531634	182177	529248	185213	3861.384726
2008/01/09 03:11:14	78	SE1 3QP	SE1 2BN	435	15	4	2	2	No	120	No	533044	179895	534057	179682	1035.151197
2008/01/09 03:12:51	80	W1H 7PP	SW1V 4QQ	495	15	4	2	2	No	300	No	527732	181195	528924	178440	3001.814285
2008/01/09 03:14:32	311	W1T 5DU	SW1V 4QQ	615	15	6	1	2	Yes	300	Yes	529223	182129	528924	178440	3701.097405
2008/01/09 03:27:17	212	W1B 5PX	SW1P 3AU	455	15	5	2	2	Yes	80	No	529207	180969	529902	179641	1498.86924
2008/01/09 03:36:42	203	EC4Y 8JJ	SW1V 4QQ	460	15	5	2	1.5	No	80	Yes	531472	181029	528924	178440	3632.523228
2008/01/09 03:36:43	63	SE1 7PZ	SW1V 4QQ	520	15	4	2	1.5	No	300	Yes	531201	179241	528924	178440	2413.779195
2008/01/09 03:37:09	172	N1 6BU	SE1 2BN	385	15	5	1	2	No	80	No	533016	182862	534057	179682	3346.054542
2008/01/09 03:40:10	149	W11 1PY	SW1V 4QQ	450	15	5	1	1.5	Yes	120	Yes	524367	181248	528924	178440	5352.673444
2008/01/09 03:43:21	168	EC1M 6HW	SW1P 3AU	485	15	5	1	2	Yes	300	No	531850	181860	529902	179641	2952.738559
2008/01/09 03:48:45	344	SE1 3JW	E2 0RY	590	15	6	2	1.5	Yes	300	No	533238	179878	535652	182961	3915.646179
2008/01/09 03:49:11	67	W1T 1HH	NW5 2QH	485	15	4	2	2	Yes	80	Yes	529654	181374	529248	185213	3860.408916
2008/01/09 03:50:29	212	W4 5LF	SW18 1NN	455	15	5	2	2	Yes	80	No	520577	178923	525155	175180	5913.385917
2008/01/09 03:52:50	63	N7 0SJ	N17 6QA	520	15	4	2	1.5	No	300	Yes	530275	185525	533788	189994	5684.463915
2008/01/09 04:06:43	367	W1U 3EE	SW1V 4QQ	645	15	6	2	2	No	300	Yes	528316	181314	528924	178440	2937.60787
2008/01/09 04:08:08	79	W1P 5DA	NW5 2QH	545	15	4	2	2	No	300	Yes	529226	182228	529248	185213	2985.081071
2008/01/09 04:15:04	53	SE26 4BG	CR7 8LE	480	15	4	2	1.5	Yes	120	Yes	534883	172132	532714	168302	4401.529393
2008/01/09 04:22:45	213	W1T 7QJ	NW5 2QH	525	15	5	2	2	Yes	120	Yes	529684	181654	529248	185213	3585.606922
2008/01/09 04:25:33	357	EC1R 0DY	SE1 2BN	605	15	6	2	2	Yes	120	Yes	531497	182177	534057	179682	3574.720269
2008/01/09 04:25:35	299	WC2B 5JS	SE1 2BN	490	15	6	1	1.5	No	80	Yes	530518	180960	534057	179682	3762.685876
2008/01/09 04:30:14	9	WC2N 4AP	SW1P 3AU	350	15	4	1	1.5	No	40	Yes	530058	180759	529902	179641	1128.831254
2008/01/09 04:35:50	58	EC3R 5AQ	SE1 2BN	350	15	4	2	1.5	No	40	No	533271	180706	534057	179682	1290.88032
2008/01/09 04:37:04	309	SE7 8SU	SE8 3JD	555	15	6	1	2	Yes	120	Yes	541149	178482	537175	177885	4018.592415
2008/01/09 04:38:38	197	CR7 8RY	SW12 9HD	500	15	5	2	1.5	Yes	120	Yes	532498	168334	528739	173080	6054.304006
2008/01/09 04:48:45	205	SE1 8NY	SE1 2BN	480	15	5	2	1.5	No	120	Yes	531629	180315	534057	179682	2509.157827
2008/01/09 04:52:41	342	SE14 6TJ	E2 0RY	530	15	6	2	1.5	Yes	120	No	537118	176948	535652	182961	6189.129583
2008/01/09 04:58:05	320	SE1 4YG	SE1 2BN	545	15	6	1	2	No	300	No	532637	179408	534057	179682	1446.193625
2008/01/09 05:05:55	318	SE19 1TQ	SW12 9HD	485	15	6	1	2	No	120	No	533442	170754	528739	173080	5246.759476
2008/01/09 05:06:41	211	N1 3PB	NW5 2QH	505	15	5	2	2	Yes	80	Yes	532528	184464	529248	185213	3364.43175
2008/01/09 05:11:25	149	SW16 1DA	SW12 9HD	450	15	5	1	1.5	Yes	120	Yes	530201	172499	528739	173080	1573.214861
2008/01/09 05:11:58	176	SE23 3HN	CR7 8LE	465	15	5	1	2	No	300	No	535342	172767	532714	168302	5180.985331
2008/01/09 05:15:37	61	W1B 5QH	SW1P 3AU	460	15	4	2	1.5	No	120	Yes	529151	181043	529902	179641	1590.4732
2008/01/09 05:17:11	176	SW4 9DE	SW12 9HD	465	15	5	1	2	No	300	No	528971	174810	528739	173080	1745.486752
2008/01/09 05:18:50	224	SE3 9LE	SE1 2BN	515	15	5	2	2	No	300	No	539632	175992	534057	179682	6685.560934
2008/01/09 05:28:29	195	N1 2LY	SE1 2BN	480	15	5	2	1.5	Yes	80	Yes	531946	184784	534057	179682	5521.478516
2008/01/09 05:28:29	355	EC3V 1LR	SE1 2BN	585	15	6	2	2	Yes	80	Yes	533095	181047	534057	179682	1669.930837
2008/01/09 05:28:41	5	KT4 7NY	SW12 9HD	430	15	4	1	1.5	Yes	120	Yes	521892	166332	528739	173080	9613.371573
2008/01/09 05:35:09	151	TW9 3AH	SW18 1NN	510	15	5	1	1.5	Yes	300	Yes	518891	177662	525155	175180	6737.805281
2008/01/09 05:41:17	145	W1T 2EQ	SW1P 3AU	390	15	5	1	1.5	Yes	40	Yes	529603	181702	529902	179641	2082.575809
2008/01/09 05:50:33	194	E4 9PB	N17 6QA	390	15	5	2	1.5	Yes	40	No	538712	191662	533788	189994	5198.846026
2008/01/09 05:51:57	211	SE25 5AG	SW12 9HD	505	15	5	2	2	Yes	80	Yes	533975	168237	528739	173080	7132.344986
2008/01/09 06:03:50	297	SE10 9PD	SE8 3JD	450	15	6	1	1.5	No	40	Yes	538962	178291	537175	177885	1832.540586
2008/01/09 06:40:43	219	EC4N 1SP	SW1P 3AU	485	15	5	2	2	No	80	Yes	532453	181108	529902	179641	2942.735122
2008/01/09 06:47:02	63	SE1 7HR	SW1P 3AU	520	15	4	2	1.5	No	300	Yes	531054	179481	529902	179641	1163.058038
2008/01/09 06:54:46	289	SE8 4RT	E2 0RY	470	15	6	1	1.5	Yes	40	Yes	537213	177174	535652	182961	5993.837669
2008/01/09 06:56:20	160	W1D 3TA	SW1V 4QQ	440	15	5	1	1.5	No	300	No	529586	181258	528924	178440	2894.713803
2008/01/09 07:05:16	173	EC4Y 1HT	SW1P 3AU	455	15	5	1	2	No	120	Yes	531413	181152	529902	179641	2136.876693
2008/01/09 07:08:55	208	W1W 7AX	NW5 2QH	490	15	5	2	1.5	No	300	No	529055	181630	529248	185213	3588.194253
2008/01/09 07:12:54	79	SW1H 9BP	SW1P 3AU	545	15	4	2	2	No	300	Yes	529771	179582	529902	179641	143.6732404
2008/01/09 07:17:53	212	EC4V 5EQ	SE1 2BN	455	15	5	2	2	Yes	80	No	531790	181066	534057	179682	2656.076994
2008/01/09 07:21:36	32	W1F 9UN	NW5 2QH	445	15	4	1	2	No	300	No	529482	180813	529248	185213	4406.217879
2008/01/09 07:24:30	56	E14 8DU	SE1 2BN	490	15	4	2	1.5	Yes	300	No	536010	180916	534057	179682	2310.187222
2008/01/09 07:28:53	64	E1 7EX	E2 0RY	470	15	4	2	1.5	No	300	No	533646	181398	535652	182961	2543.030672
2008/01/09 07:29:39	344	SE14 6TJ	SE1 2BN	590	15	6	2	1.5	Yes	300	No	537118	176948	534057	179682	4104.202359
2008/01/09 07:29:55	56	EC2M 6SA	SE1 2BN	490	15	4	2	1.5	Yes	300	No	532705	181592	534057	179682	2340.086323
2008/01/09 07:33:50	19	SW15 1JN	SW12 9HD	435	15	4	1	2	Yes	80	Yes	523931	175760	528739	173080	5504.476724
2008/01/09 07:37:36	214	WC1N 2PB	SW1P 3AU	475	15	5	2	2	Yes	120	No	530769	182111	529902	179641	2617.745022
2008/01/09 08:01:26	315	E1 1BU	SE1 2BN	515	15	6	1	2	No	80	Yes	534890	181909	534057	179682	2377.691738
2008/01/09 08:05:25	212	E1 6AG	SW1P 3AU	455	15	5	2	2	Yes	80	No	533550	181756	529902	179641	4216.767601
2008/01/09 08:20:31	294	WC2B 5DG	SW1P 3AU	480	15	6	1	1.5	Yes	120	No	530496	181355	529902	179641	1814.009923
2008/01/09 08:21:08	296	EC4A 3BQ	SW1P 3AU	540	15	6	1	1.5	Yes	300	No	531469	181384	529902	179641	2343.829772
2008/01/09 08:21:22	222	W1F 7QW	SW1P 3AU	455	15	5	2	2	No	120	No	529281	181031	529902	179641	1522.412887
2008/01/09 08:21:32	30	EC4A 1EP	SW1V 4QQ	385	15	4	1	2	No	120	No	531277	181434	528924	178440	3807.971245
2008/01/09 08:24:22	148	SE25 5EU	SW12 9HD	380	15	5	1	1.5	Yes	80	No	534357	167077	528739	173080	8221.796215
2008/01/09 08:27:40	213	SW1W 8TR	SW1V 4QQ	525	15	5	2	2	Yes	120	Yes	528275	178766	528924	178440	726.2761183
2008/01/09 08:34:09	293	NW1 7JE	SW1P 3AU	530	15	6	1	1.5	Yes	120	Yes	529151	183431	529902	179641	3863.690076
2008/01/09 08:39:17	13	W7 2PJ	W4 3PH	410	15	4	1	1.5	No	120	Yes	515073	179657	519585	177640	4942.310492
2008/01/09 08:44:44	337	EC1A 9LB	E2 0RY	520	15	6	2	1.5	Yes	40	Yes	531750	181642	535652	182961	4118.903373
2008/01/09 08:48:05	203	N1 8EQ	SW1P 3AU	460	15	5	2	1.5	No	80	Yes	531505	183277	529902	179641	3973.676509
2008/01/09 08:52:59	295	SE1 7UT	SW1V 4QQ	590	15	6	1	1.5	Yes	300	Yes	530871	179610	528924	178440	2271.499285
2008/01/09 08:57:12	21	W1G 0PP	SW1P 3AU	455	15	4	1	2	Yes	120	Yes	528909	181315	529902	179641	1946.361991
2008/01/09 09:05:59	26	SE1 2PF	E2 0RY	325	15	4	1	2	No	40	No	532900	180300	535652	182961	3828.109847
2008/01/09 09:14:47	307	SW16 6LQ	CR7 8LE	535	15	6	1	2	Yes	80	Yes	529906	171537	532714	168302	4283.700386
2008/01/09 09:19:06	70	EC2A 3PE	SE1 2BN	455	15	4	2	2	Yes	120	No	533214	182566	534057	179682	3004.680515
2008/01/09 09:19:37	67	WC1N 3AR	SW1V 4QQ	485	15	4	2	2	Yes	80	Yes	530317	181980	528924	178440	3804.214636
2008/01/09 09:22:44	213	KT2 7PX	KT2 5AU	525	15	5	2	2	Yes	120	Yes	519504	170070	517917	170243	1596.401579
2008/01/09 09:31:24	360	SW1W 8TR	SW18 1NN	615	15	6	2	2	Yes	300	No	528275	178766	525155	175180	4753.293174
2008/01/09 09:41:10	343	SW11 2JU	SW1V 4QQ	640	15	6	2	1.5	Yes	300	Yes	527712	175806	528924	178440	2899.465468
2008/01/09 09:48:06	72	W1P 9LG	SW1V 4QQ	515	15	4	2	2	Yes	300	No	529425	182049	528924	178440	3643.608376
2008/01/09 09:53:21	317	W1U 5JN	SW1P 3AU	535	15	6	1	2	No	120	Yes	528304	181907	529902	179641	2772.789209
2008/01/09 10:17:11	50	WC1R 4PF	SW1V 4QQ	370	15	4	2	1.5	Yes	40	No	530702	181789	528924	178440	3791.712674
2008/01/09 10:17:16	219	SE1 7PZ	SW1P 3AU	485	15	5	2	2	No	80	Yes	531201	179241	529902	179641	1359.191304
2008/01/09 10:30:40	342	N3 1DH	NW5 2QH	530	15	6	2	1.5	Yes	120	No	525109	190628	529248	185213	6815.683825
2008/01/09 10:30:55	320	W1W 6PS	SW1P 3AU	545	15	6	1	2	No	300	No	528980	181740	529902	179641	2292.5717
2008/01/09 10:32:34	343	SE23 3HE	SE8 3JD	640	15	6	2	1.5	Yes	300	Yes	535352	172957	537175	177885	5254.380363
2008/01/09 10:32:37	54	N1 2XD	NW5 2QH	430	15	4	2	1.5	Yes	120	No	531689	184465	529248	185213	2553.034469
2008/01/09 10:37:21	316	WC2R 3LD	SE1 2BN	465	15	6	1	2	No	80	No	531026	180989	534057	179682	3300.7893
2008/01/09 10:38:23	21	W1T 7QJ	SW1P 3AU	455	15	4	1	2	Yes	120	Yes	529684	181654	529902	179641	2024.769863
2008/01/09 10:41:36	197	E15 4PH	SE8 3JD	500	15	5	2	1.5	Yes	120	Yes	539070	184202	537175	177885	6595.112888
2008/01/09 10:47:34	303	E1W 1AP	SE8 3JD	570	15	6	1	1.5	No	300	Yes	534023	180622	537175	177885	4174.47877
2008/01/09 10:50:22	72	SW6 4UL	SW12 9HD	515	15	4	2	2	Yes	300	No	525170	176517	528739	173080	4954.869322
2008/01/09 10:52:42	294	W1J 5RG	SW1P 3AU	480	15	6	1	1.5	Yes	120	No	528606	180599	529902	179641	1611.638917
2008/01/09 11:00:13	151	SE15 3QQ	SE8 3JD	510	15	5	1	1.5	Yes	300	Yes	534883	175819	537175	177885	3085.712235
2008/01/09 11:00:43	2	WC1B 3BA	SW1V 4QQ	320	15	4	1	1.5	Yes	40	No	530135	181583	528924	178440	3368.229505
2008/01/09 11:08:12	70	W1S 2AT	NW5 2QH	455	15	4	2	2	Yes	120	No	529001	180921	529248	185213	4299.101418
2008/01/09 11:12:42	55	SE17 2DN	SE1 2BN	540	15	4	2	1.5	Yes	300	Yes	532435	178280	534057	179682	2143.942163
2008/01/09 11:14:09	320	EC1N 7TR	NW5 2QH	545	15	6	1	2	No	300	No	531253	181949	529248	185213	3830.629322
2008/01/09 11:40:13	216	WC1X 8TZ	SW1P 3AU	535	15	5	2	2	Yes	300	No	530855	182196	529902	179641	2726.945911
2008/01/09 11:41:10	15	W6 9HW	W10 6HQ	470	15	4	1	1.5	No	300	Yes	523155	178537	524190	181567	3201.893971
2008/01/09 11:43:15	72	W1W 6DS	SW1V 4QQ	515	15	4	2	2	Yes	300	No	529126	181692	528924	178440	3258.267638
2008/01/09 11:49:31	297	SE19 1TQ	SE8 3JD	450	15	6	1	1.5	No	40	Yes	533442	170754	537175	177885	8049.003044
2008/01/09 11:49:56	149	E13 0AD	E2 0RY	450	15	5	1	1.5	Yes	120	Yes	540249	183289	535652	182961	4608.686689
2008/01/09 11:57:29	365	E15 4NL	E7 8NW	585	15	6	2	2	No	120	Yes	539302	184866	541428	184515	2154.780035
2008/01/09 12:11:40	307	WC2R 0HS	SW1V 4QQ	535	15	6	1	2	Yes	80	Yes	530565	180820	528924	178440	2890.896228
2008/01/09 12:12:37	360	SW5 0LJ	SW18 1NN	615	15	6	2	2	Yes	300	No	526204	178419	525155	175180	3404.632432
2008/01/09 12:24:04	310	W1D 4AE	NW5 2QH	505	15	6	1	2	Yes	120	No	529771	181117	529248	185213	4129.254775
2008/01/09 12:24:31	198	CR7 8RY	SW18 1NN	450	15	5	2	1.5	Yes	120	No	532498	168334	525155	175180	10039.29106
2008/01/09 12:32:08	314	SE1 1TU	SW1V 4QQ	425	15	6	1	2	No	40	No	532492	180154	528924	178440	3958.335509
2008/01/09 12:40:56	11	E1 1LN	SE1 2BN	390	15	4	1	1.5	No	80	Yes	534063	181310	534057	179682	1628.011056
2008/01/09 12:41:05	24	SE1 1TA	SE1 2BN	465	15	4	1	2	Yes	300	No	532409	180083	534057	179682	1696.085198
2008/01/09 12:46:06	31	EC3N 2LJ	E2 0RY	495	15	4	1	2	No	300	Yes	533629	180954	535652	182961	2849.662787
2008/01/09 12:49:00	71	SE11 4LD	SW1P 3AU	565	15	4	2	2	Yes	300	Yes	531199	178122	529902	179641	1997.390798
2008/01/09 12:49:43	207	E2 0AN	SE8 3JD	540	15	5	2	1.5	No	300	Yes	534695	182701	537175	177885	5417.033875
2008/01/09 12:57:19	55	EC1M 4DE	SE1 2BN	540	15	4	2	1.5	Yes	300	Yes	531669	182060	534057	179682	3370.078337
2008/01/09 13:07:29	152	E14 7LS	SE1 2BN	460	15	5	1	1.5	Yes	300	No	536182	181240	534057	179682	2634.955218
2008/01/09 13:08:38	296	WC2E 7NA	SE1 2BN	540	15	6	1	1.5	Yes	300	No	530355	180753	534057	179682	3853.809155
2008/01/09 13:12:15	200	SE13 5BU	SE8 3JD	510	15	5	2	1.5	Yes	300	No	539299	175470	537175	177885	3216.146918
2008/01/09 13:13:26	171	W1J 6NL	NW5 2QH	435	15	5	1	2	No	80	Yes	528823	180759	529248	185213	4474.230772
2008/01/09 13:17:02	200	NW1 8QR	SW1P 3AU	510	15	5	2	1.5	Yes	300	No	528830	184032	529902	179641	4519.962942
2008/01/09 13:23:26	10	EC1R 3DJ	SW1P 3AU	300	15	4	1	1.5	No	40	No	531265	182157	529902	179641	2861.472523
2008/01/09 13:25:55	311	W1P 9LG	SW1V 4QQ	615	15	6	1	2	Yes	300	Yes	529425	182049	528924	178440	3643.608376
2008/01/09 13:45:27	197	N2 9EY	NW5 2QH	500	15	5	2	1.5	Yes	120	Yes	527830	189608	529248	185213	4618.089324
2008/01/09 13:45:53	32	N7 0SF	NW5 2QH	445	15	4	1	2	No	300	No	530302	185708	529248	185213	1164.448797
2008/01/09 13:47:44	307	N7 9BL	NW5 2QH	535	15	6	1	2	Yes	80	Yes	530242	184480	529248	185213	1235.040485
2008/01/09 13:49:04	302	SE1 9JH	SW1P 3AU	460	15	6	1	1.5	No	120	No	531825	180514	529902	179641	2111.88494
2008/01/09 13:49:53	3	WC2N 6HL	SE1 2BN	410	15	4	1	1.5	Yes	80	Yes	530291	180547	534057	179682	3864.062758
2008/01/09 14:08:34	289	SW7 4TE	W10 6HQ	470	15	6	1	1.5	Yes	40	Yes	526350	178695	524190	181567	3593.603206
2008/01/09 14:09:38	303	N1 0RW	SW1P 3AU	570	15	6	1	1.5	No	300	Yes	531386	183349	529902	179641	3993.935403
2008/01/09 14:12:04	162	KT1 2UL	KT2 5AU	365	15	5	1	2	Yes	40	No	518567	169004	517917	170243	1399.150099
2008/01/09 14:29:34	173	W1T 1JQ	NW5 2QH	455	15	5	1	2	No	120	Yes	529530	181518	529248	185213	3705.745404
2008/01/09 14:41:52	344	KT1 2RF	SW18 1NN	590	15	6	2	1.5	Yes	300	No	518444	168854	525155	175180	9222.569978
2008/01/09 14:54:04	223	E1W 2RW	E2 0RY	565	15	5	2	2	No	300	Yes	534892	180273	535652	182961	2793.37502
2008/01/09 14:56:37	350	E1 6LY	SW1P 3AU	510	15	6	2	1.5	No	120	No	533719	181724	529902	179641	4348.376479
2008/01/09 15:02:01	7	EC4Y 8BH	SW1V 4QQ	490	15	4	1	1.5	Yes	300	Yes	531446	181153	528924	178440	3704.166978
2008/01/09 15:04:09	342	SW9 8DR	SW12 9HD	530	15	6	2	1.5	Yes	120	No	530785	175339	528739	173080	3047.8184
2008/01/09 15:05:07	151	WC2E 9NG	SE1 2BN	510	15	5	1	1.5	Yes	300	Yes	530372	181181	534057	179682	3978.218948
2008/01/09 15:05:30	219	EC2A 3JL	E2 0RY	485	15	5	2	2	No	80	Yes	533130	182489	535652	182961	2565.787988
2008/01/09 15:19:50	310	W1H 1DG	SW1V 4QQ	505	15	6	1	2	Yes	120	No	527601	181753	528924	178440	3567.393727
2008/01/09 15:20:19	356	EC1M 6BH	SE1 2BN	535	15	6	2	2	Yes	80	No	531767	181811	534057	179682	3126.778054
2008/01/09 15:21:58	80	NW1 8QU	SW1P 3AU	495	15	4	2	2	No	300	No	528711	184190	529902	179641	4702.327296
2008/01/09 15:29:44	365	W1T 1HH	NW5 2QH	585	15	6	2	2	No	120	Yes	529654	181374	529248	185213	3860.408916
2008/01/09 15:29:59	296	SW8 1DL	SW1V 4QQ	540	15	6	1	1.5	Yes	300	No	530539	177169	528924	178440	2055.155955
2008/01/09 15:35:06	72	SW1V 1DX	SE1 2BN	515	15	4	2	2	Yes	300	No	529308	178793	534057	179682	4831.49273
2008/01/09 15:40:54	340	SE14 6AG	SE1 2BN	510	15	6	2	1.5	Yes	80	No	536619	177021	534057	179682	3693.882104
2008/01/09 15:45:26	213	W11 2QA	SW1P 3AU	525	15	5	2	2	Yes	120	Yes	524766	180903	529902	179641	5288.774905
2008/01/09 15:54:01	308	N1 8LU	E2 0RY	485	15	6	1	2	Yes	80	No	531957	183906	535652	182961	3813.928421
2008/01/09 16:00:43	56	BR3 3LA	SE8 3JD	490	15	4	2	1.5	Yes	300	No	537350	169306	537175	177885	8580.784696
2008/01/09 16:01:55	307	N17 6QA	N17 6QA	535	15	6	1	2	Yes	80	Yes	533788	189994	533788	189994	0
2008/01/09 16:06:34	216	SW8 3QH	SW1V 4QQ	535	15	5	2	2	Yes	300	No	528712	176491	528924	178440	1960.496111
2008/01/09 16:09:49	317	SW1Y 6DF	SW1V 4QQ	535	15	6	1	2	No	120	Yes	529306	180369	528924	178440	1966.460017
2008/01/09 16:14:38	368	CR0 2SS	SW18 1NN	595	15	6	2	2	No	300	No	531542	167084	525155	175180	10312.07957
2008/01/09 16:18:25	319	NW1 1BX	SW1V 4QQ	595	15	6	1	2	No	300	Yes	529575	182877	528924	178440	4484.503317
2008/01/09 16:19:34	313	EC2V 5BT	SE1 2BN	475	15	6	1	2	No	40	Yes	532599	181383	534057	179682	2240.349303
2008/01/09 16:37:33	291	TW7 6QJ	KT2 5AU	510	15	6	1	1.5	Yes	80	Yes	515861	176247	517917	170243	6346.270716
2008/01/09 16:38:35	23	SE19 1TQ	CR7 8LE	515	15	4	1	2	Yes	300	Yes	533442	170754	532714	168302	2557.789671
2008/01/09 16:44:07	313	W2 3EU	SW1V 4QQ	475	15	6	1	2	No	40	Yes	526194	180764	528924	178440	3585.230258
2008/01/09 16:45:36	176	SW4 9DE	SW1V 4QQ	465	15	5	1	2	No	300	No	528971	174810	528924	178440	3630.304257
2008/01/09 16:47:21	63	EC1Y 1BD	SW1P 3AU	520	15	4	2	1.5	No	300	Yes	532784	182382	529902	179641	3977.311278
2008/01/09 16:47:54	355	SE25 5QF	SW12 9HD	585	15	6	2	2	Yes	80	Yes	532992	167278	528739	173080	7193.831594
2008/01/09 17:05:50	295	W1W 5EA	SW1V 4QQ	590	15	6	1	1.5	Yes	300	Yes	528846	181998	528924	178440	3558.854872
2008/01/09 17:11:13	299	WC2R 0DW	SW1P 3AU	490	15	6	1	1.5	No	80	Yes	530457	180704	529902	179641	1199.163875
2008/01/09 17:16:10	291	SW1Y 4RJ	SW1V 4QQ	510	15	6	1	1.5	Yes	80	Yes	529653	180562	528924	178440	2243.730153
2008/01/09 17:18:32	198	EC1R 1UY	NW5 2QH	450	15	5	2	1.5	Yes	120	No	531467	182944	529248	185213	3173.692172
2008/01/09 17:26:16	363	E1W 2RW	E2 0RY	565	15	6	2	2	No	80	Yes	534892	180273	535652	182961	2793.37502
2008/01/09 17:28:39	348	E14 8DU	SE8 3JD	490	15	6	2	1.5	No	80	No	536010	180916	537175	177885	3247.181239
2008/01/09 17:28:43	7	N7 8EE	E2 0RY	490	15	4	1	1.5	Yes	300	Yes	530897	185227	535652	182961	5267.331488
2008/01/09 17:31:07	318	WC2N 4AJ	SW1P 3AU	485	15	6	1	2	No	120	No	530015	180817	529902	179641	1181.416523
2008/01/09 17:37:35	4	N1 2TB	NW5 2QH	360	15	4	1	1.5	Yes	80	No	532177	184417	529248	185213	3035.235905
2008/01/09 17:40:37	175	EC1R 0HA	SE1 2BN	515	15	5	1	2	No	300	Yes	531599	182271	534057	179682	3569.969888
2008/01/09 17:48:11	299	SE1 4YG	SW1P 3AU	490	15	6	1	1.5	No	80	Yes	532637	179408	529902	179641	2744.90692
2008/01/09 17:53:39	366	SE1 1HR	SE1 2BN	535	15	6	2	2	No	120	No	532538	179922	534057	179682	1537.84297
2008/01/09 17:54:46	214	SW1P 1DN	SW1V 4QQ	475	15	5	2	2	Yes	120	No	529370	178996	528924	178440	712.7776652
2008/01/09 18:03:46	32	E2 8QY	E2 0RY	445	15	4	1	2	No	300	No	534333	183391	535652	182961	1387.32152
2008/01/09 18:04:52	75	E1 1BY	SE8 3JD	465	15	4	2	2	No	80	Yes	534738	181859	537175	177885	4661.721249
2008/01/09 18:06:29	63	NW1 4EA	SW1V 4QQ	520	15	4	2	1.5	No	300	Yes	528848	182423	528924	178440	3983.725016
2008/01/09 18:07:11	222	W1F 0TT	S1P 3AU	455	15	5	2	2	No	120	No	529566	181113			
2008/01/09 18:08:40	293	E1 4XG	SE8 3JD	530	15	6	1	1.5	Yes	120	Yes	535214	182051	537175	177885	4604.462727
2008/01/09 18:16:59	337	SE25 6HA	CR7 8LE	520	15	6	2	1.5	Yes	40	Yes	534062	168531	532714	168302	1367.313059
2008/01/09 18:24:12	305	KT1 3DS	KT2 5AU	495	15	6	1	2	Yes	40	Yes	518828	169123	517917	170243	1443.71777
2008/01/09 18:29:39	77	CR7 8RY	SW18 1NN	485	15	4	2	2	No	120	Yes	532498	168334	525155	175180	10039.29106
2008/01/09 18:38:28	72	SE10 8JL	SE1 2BN	515	15	4	2	2	Yes	300	No	537654	177097	534057	179682	4429.518484
2008/01/09 18:45:13	78	EC2M 7NX	SE1 2BN	435	15	4	2	2	No	120	No	533076	181583	534057	179682	2139.196578
2008/01/09 18:51:02	348	EC1M 6BH	E2 0RY	490	15	6	2	1.5	No	80	No	531767	181811	535652	182961	4051.632387
2008/01/09 18:52:07	296	W1W 5QU	NW5 2QH	540	15	6	1	1.5	Yes	300	No	528866	182122	529248	185213	3114.515211
2008/01/09 18:53:08	51	SW1P 3AU	SE1 2BN	460	15	4	2	1.5	Yes	80	Yes	529902	179641	534057	179682	4155.202281
2008/01/09 18:53:32	72	EC3V 9DS	SE1 2BN	515	15	4	2	2	Yes	300	No	532939	181081	534057	179682	1790.844773
